,index,SOC,Time_s,Temperature_C
147,23914,0.541,132300,20
148,23915,0.554,133200,20
149,23916,0.5660000000000001,134100,20
150,23917,0.579,135000,20
151,23918,0.592,135900,20
152,23919,0.605,136800,20
153,23920,0.619,137700,20
154,23921,0.633,138600,20
155,23922,0.647,139500,20
156,23923,0.661,140400,20
157,23924,0.673,141300,20
158,23925,0.684,142200,20
159,23926,0.6960000000000001,143100,20
160,23927,0.707,144000,20
161,23928,0.719,144900,20
162,23929,0.729,145800,20
163,23930,0.74,146700,20
164,23931,0.751,147600,20
165,23932,0.761,148500,20
166,23933,0.771,149400,20
167,23934,0.781,150300,20
168,23935,0.791,151200,20
169,23936,0.801,152100,20
170,23937,0.81,153000,20
171,23938,0.8170000000000001,153900,20
172,23939,0.8250000000000001,154800,20
173,23940,0.8310000000000001,155700,20
174,23941,0.837,156600,20
175,23942,0.843,157500,20
176,23943,0.85,158400,20
177,23944,0.856,159300,20
178,23945,0.862,160200,20
179,23946,0.867,161100,20
180,23947,0.871,162000,20
181,23948,0.876,162900,20
182,23949,0.881,163800,20
183,23950,0.885,164700,20
184,23951,0.89,165600,20
185,23952,0.895,166500,20
186,23953,0.899,167400,20
187,23954,0.903,168300,20
188,23955,0.908,169200,20
189,23956,0.912,170100,20
190,23957,0.917,171000,20
191,23958,0.921,171900,20
192,23959,0.925,172800,20
193,23960,0.911,173700,20
194,23961,0.897,174600,20
195,23962,0.882,175500,20
196,23963,0.868,176400,20
197,23964,0.854,177300,20
198,23965,0.84,178200,20
199,23966,0.8250000000000001,179100,20
200,23967,0.812,180000,20
201,23968,0.788,180900,20
202,23969,0.765,181800,20
203,23970,0.742,182700,20
204,23971,0.718,183600,20
205,23972,0.6950000000000001,184500,20
206,23973,0.671,185400,20
207,23974,0.647,186300,20
208,23975,0.623,187200,20
209,23976,0.6000000000000001,188100,20
210,23977,0.577,189000,20
211,23978,0.554,189900,20
212,23979,0.533,190800,20
213,23980,0.511,191700,20
214,23981,0.49,192600,20
215,23982,0.47000000000000003,193500,20
216,23983,0.45,194400,20
217,23984,0.43,195300,20
218,23985,0.40900000000000003,196200,20
219,23986,0.389,197100,20
220,23987,0.37,198000,20
221,23988,0.36,198900,20
222,23989,0.35100000000000003,199800,20
223,23990,0.342,200700,20
224,23991,0.333,201600,20
225,23992,0.323,202500,20
226,23993,0.314,203400,20
227,23994,0.306,204300,20
228,23995,0.298,205200,20
229,23996,0.308,206100,20
230,23997,0.317,207000,20
231,23998,0.327,207900,20
232,23999,0.337,208800,20
233,24000,0.34900000000000003,209700,20
234,24001,0.361,210600,20
235,24002,0.374,211500,20
236,24003,0.386,212400,20
237,24004,0.398,213300,20
238,24005,0.41100000000000003,214200,20
239,24006,0.423,215100,20
240,24007,0.435,216000,20
241,24008,0.448,216900,20
242,24009,0.461,217800,20
243,24010,0.47400000000000003,218700,20
244,24011,0.488,219600,20
245,24012,0.502,220500,20
246,24013,0.516,221400,20
247,24014,0.529,222300,20
248,24015,0.543,223200,20
249,24016,0.557,224100,20
250,24017,0.5710000000000001,225000,20
251,24018,0.586,225900,20
252,24019,0.6000000000000001,226800,20
253,24020,0.612,227700,20
254,24021,0.624,228600,20
255,24022,0.636,229500,20
256,24023,0.647,230400,20
257,24024,0.659,231300,20
258,24025,0.67,232200,20
259,24026,0.681,233100,20
260,24027,0.6930000000000001,234000,20
261,24028,0.7030000000000001,234900,20
262,24029,0.714,235800,20
263,24030,0.724,236700,20
264,24031,0.734,237600,20
265,24032,0.744,238500,20
266,24033,0.752,239400,20
267,24034,0.759,240300,20
268,24035,0.766,241200,20
269,24036,0.771,242100,20
270,24037,0.777,243000,20
271,24038,0.783,243900,20
272,24039,0.789,244800,20
273,24040,0.795,245700,20
274,24041,0.8,246600,20
275,24042,0.806,247500,20
276,24043,0.811,248400,20
277,24044,0.8170000000000001,249300,20
278,24045,0.8220000000000001,250200,20
279,24046,0.8270000000000001,251100,20
280,24047,0.8320000000000001,252000,20
281,24048,0.838,252900,20
282,24049,0.843,253800,20
283,24050,0.848,254700,20
284,24051,0.852,255600,20
285,24052,0.856,256500,20
286,24053,0.861,257400,20
287,24054,0.866,258300,20
288,24055,0.871,259200,20
289,24056,0.857,260100,20
290,24057,0.844,261000,20
291,24058,0.8310000000000001,261900,20
292,24059,0.8180000000000001,262800,20
293,24060,0.805,263700,20
294,24061,0.792,264600,20
295,24062,0.779,265500,20
296,24063,0.766,266400,20
297,24064,0.743,267300,20
298,24065,0.72,268200,20
299,24066,0.6970000000000001,269100,20
300,24067,0.675,270000,20
301,24068,0.652,270900,20
302,24069,0.629,271800,20
303,24070,0.608,272700,20
304,24071,0.584,273600,20
305,24072,0.561,274500,20
306,24073,0.54,275400,20
307,24074,0.519,276300,20
308,24075,0.497,277200,20
309,24076,0.47700000000000004,278100,20
310,24077,0.458,279000,20
311,24078,0.437,279900,20
312,24079,0.419,280800,20
313,24080,0.401,281700,20
314,24081,0.381,282600,20
315,24082,0.363,283500,20
316,24083,0.34400000000000003,284400,20
317,24084,0.336,285300,20
318,24085,0.327,286200,20
319,24086,0.319,287100,20
320,24087,0.311,288000,20
321,24088,0.303,288900,20
322,24089,0.296,289800,20
323,24090,0.28800000000000003,290700,20
324,24091,0.281,291600,20
325,24092,0.291,292500,20
326,24093,0.302,293400,20
327,24094,0.311,294300,20
328,24095,0.323,295200,20
329,24096,0.334,296100,20
330,24097,0.34700000000000003,297000,20
331,24098,0.36,297900,20
332,24099,0.373,298800,20
333,24100,0.385,299700,20
334,24101,0.397,300600,20
335,24102,0.41000000000000003,301500,20
336,24103,0.423,302400,20
337,24104,0.436,303300,20
338,24105,0.45,304200,20
339,24106,0.464,305100,20
340,24107,0.47800000000000004,306000,20
341,24108,0.493,306900,20
342,24109,0.507,307800,20
343,24110,0.521,308700,20
344,24111,0.536,309600,20
345,24112,0.55,310500,20
346,24113,0.5640000000000001,311400,20
347,24114,0.579,312300,20
348,24115,0.593,313200,20
349,24116,0.605,314100,20
350,24117,0.617,315000,20
351,24118,0.629,315900,20
352,24119,0.641,316800,20
353,24120,0.652,317700,20
354,24121,0.664,318600,20
355,24122,0.676,319500,20
356,24123,0.6880000000000001,320400,20
357,24124,0.7000000000000001,321300,20
358,24125,0.711,322200,20
359,24126,0.723,323100,20
360,24127,0.734,324000,20
361,24128,0.744,324900,20
362,24129,0.753,325800,20
363,24130,0.761,326700,20
364,24131,0.768,327600,20
365,24132,0.775,328500,20
366,24133,0.781,329400,20
367,24134,0.787,330300,20
368,24135,0.793,331200,20
369,24136,0.798,332100,20
370,24137,0.805,333000,20
371,24138,0.812,333900,20
372,24139,0.8170000000000001,334800,20
373,24140,0.8230000000000001,335700,20
374,24141,0.8290000000000001,336600,20
375,24142,0.835,337500,20
376,24143,0.84,338400,20
377,24144,0.845,339300,20
378,24145,0.849,340200,20
379,24146,0.853,341100,20
380,24147,0.857,342000,20
381,24148,0.862,342900,20
382,24149,0.866,343800,20
383,24150,0.87,344700,20
384,24151,0.875,345600,20
385,24152,0.861,346500,20
386,24153,0.847,347400,20
387,24154,0.8320000000000001,348300,20
388,24155,0.8180000000000001,349200,20
389,24156,0.804,350100,20
390,24157,0.79,351000,20
391,24158,0.776,351900,20
392,24159,0.763,352800,20
393,24160,0.739,353700,20
394,24161,0.715,354600,20
395,24162,0.6910000000000001,355500,20
396,24163,0.667,356400,20
397,24164,0.643,357300,20
398,24165,0.62,358200,20
399,24166,0.596,359100,20
400,24167,0.5720000000000001,360000,20
401,24168,0.549,360900,20
402,24169,0.527,361800,20
403,24170,0.505,362700,20
404,24171,0.483,363600,20
405,24172,0.462,364500,20
406,24173,0.442,365400,20
407,24174,0.422,366300,20
408,24175,0.402,367200,20
409,24176,0.382,368100,20
410,24177,0.362,369000,20
411,24178,0.341,369900,20
412,24179,0.321,370800,20
413,24180,0.313,371700,20
414,24181,0.304,372600,20
415,24182,0.295,373500,20
416,24183,0.28800000000000003,374400,20
417,24184,0.28,375300,20
418,24185,0.273,376200,20
419,24186,0.265,377100,20
420,24187,0.26,378000,20
421,24188,0.271,378900,20
422,24189,0.28200000000000003,379800,20
423,24190,0.294,380700,20
424,24191,0.305,381600,20
425,24192,0.317,382500,20
426,24193,0.33,383400,20
427,24194,0.343,384300,20
428,24195,0.357,385200,20
429,24196,0.371,386100,20
430,24197,0.385,387000,20
431,24198,0.399,387900,20
432,24199,0.41200000000000003,388800,20
433,24200,0.426,389700,20
434,24201,0.441,390600,20
435,24202,0.455,391500,20
436,24203,0.47000000000000003,392400,20
437,24204,0.484,393300,20
438,24205,0.498,394200,20
439,24206,0.512,395100,20
440,24207,0.527,396000,20
441,24208,0.541,396900,20
442,24209,0.555,397800,20
443,24210,0.5700000000000001,398700,20
444,24211,0.584,399600,20
445,24212,0.596,400500,20
446,24213,0.608,401400,20
447,24214,0.62,402300,20
448,24215,0.632,403200,20
449,24216,0.643,404100,20
450,24217,0.655,405000,20
451,24218,0.666,405900,20
452,24219,0.677,406800,20
453,24220,0.6880000000000001,407700,20
454,24221,0.6980000000000001,408600,20
455,24222,0.709,409500,20
456,24223,0.72,410400,20
457,24224,0.73,411300,20
458,24225,0.739,412200,20
459,24226,0.747,413100,20
460,24227,0.753,414000,20
461,24228,0.759,414900,20
462,24229,0.765,415800,20
463,24230,0.772,416700,20
464,24231,0.778,417600,20
465,24232,0.785,418500,20
466,24233,0.791,419400,20
467,24234,0.797,420300,20
468,24235,0.802,421200,20
469,24236,0.808,422100,20
470,24237,0.8140000000000001,423000,20
471,24238,0.8180000000000001,423900,20
472,24239,0.8230000000000001,424800,20
473,24240,0.8290000000000001,425700,20
474,24241,0.833,426600,20
475,24242,0.838,427500,20
476,24243,0.843,428400,20
477,24244,0.847,429300,20
478,24245,0.851,430200,20
479,24246,0.855,431100,20
480,24247,0.86,432000,20
481,24248,0.846,432900,20
482,24249,0.8320000000000001,433800,20
483,24250,0.8180000000000001,434700,20
484,24251,0.803,435600,20
485,24252,0.789,436500,20
486,24253,0.774,437400,20
487,24254,0.76,438300,20
488,24255,0.746,439200,20
489,24256,0.723,440100,20
490,24257,0.7000000000000001,441000,20
491,24258,0.677,441900,20
492,24259,0.654,442800,20
493,24260,0.631,443700,20
494,24261,0.608,444600,20
495,24262,0.585,445500,20
496,24263,0.5630000000000001,446400,20
497,24264,0.54,447300,20
498,24265,0.517,448200,20
499,24266,0.494,449100,20
500,24267,0.47300000000000003,450000,20
501,24268,0.452,450900,20
502,24269,0.432,451800,20
503,24270,0.41200000000000003,452700,20
504,24271,0.393,453600,20
505,24272,0.373,454500,20
506,24273,0.353,455400,20
507,24274,0.335,456300,20
508,24275,0.316,457200,20
509,24276,0.307,458100,20
510,24277,0.298,459000,20
511,24278,0.29,459900,20
512,24279,0.281,460800,20
513,24280,0.273,461700,20
514,24281,0.266,462600,20
515,24282,0.258,463500,20
516,24283,0.25,464400,20
517,24284,0.26,465300,20
518,24285,0.271,466200,20
519,24286,0.28200000000000003,467100,20
520,24287,0.293,468000,20
521,24288,0.305,468900,20
522,24289,0.319,469800,20
523,24290,0.333,470700,20
524,24291,0.34700000000000003,471600,20
525,24292,0.361,472500,20
526,24293,0.375,473400,20
527,24294,0.388,474300,20
528,24295,0.402,475200,20
529,24296,0.41500000000000004,476100,20
530,24297,0.429,477000,20
531,24298,0.443,477900,20
532,24299,0.457,478800,20
533,24300,0.47000000000000003,479700,20
534,24301,0.484,480600,20
535,24302,0.499,481500,20
536,24303,0.513,482400,20
537,24304,0.527,483300,20
538,24305,0.541,484200,20
539,24306,0.555,485100,20
540,24307,0.5690000000000001,486000,20
541,24308,0.582,486900,20
542,24309,0.594,487800,20
543,24310,0.606,488700,20
544,24311,0.618,489600,20
545,24312,0.63,490500,20
546,24313,0.641,491400,20
547,24314,0.652,492300,20
548,24315,0.663,493200,20
549,24316,0.674,494100,20
550,24317,0.686,495000,20
551,24318,0.6970000000000001,495900,20
552,24319,0.708,496800,20
553,24320,0.718,497700,20
554,24321,0.73,498600,20
555,24322,0.741,499500,20
556,24323,0.751,500400,20
557,24324,0.761,501300,20
558,24325,0.771,502200,20
559,24326,0.781,503100,20
560,24327,0.789,504000,20
561,24328,0.797,504900,20
562,24329,0.804,505800,20
563,24330,0.811,506700,20
564,24331,0.8180000000000001,507600,20
565,24332,0.8240000000000001,508500,20
566,24333,0.8300000000000001,509400,20
567,24334,0.836,510300,20
568,24335,0.843,511200,20
569,24336,0.849,512100,20
570,24337,0.855,513000,20
571,24338,0.861,513900,20
572,24339,0.867,514800,20
573,24340,0.874,515700,20
574,24341,0.879,516600,20
575,24342,0.886,517500,20
576,24343,0.891,518400,20
577,24344,0.879,519300,20
578,24345,0.865,520200,20
579,24346,0.853,521100,20
580,24347,0.839,522000,20
581,24348,0.8280000000000001,522900,20
582,24349,0.8150000000000001,523800,20
583,24350,0.803,524700,20
584,24351,0.791,525600,20
585,24352,0.769,526500,20
586,24353,0.748,527400,20
587,24354,0.726,528300,20
588,24355,0.705,529200,20
589,24356,0.684,530100,20
590,24357,0.663,531000,20
591,24358,0.641,531900,20
592,24359,0.62,532800,20
593,24360,0.6000000000000001,533700,20
594,24361,0.58,534600,20
595,24362,0.559,535500,20
596,24363,0.539,536400,20
597,24364,0.519,537300,20
598,24365,0.5,538200,20
599,24366,0.48,539100,20
600,24367,0.46,540000,20
601,24368,0.443,540900,20
602,24369,0.424,541800,20
603,24370,0.406,542700,20
604,24371,0.389,543600,20
605,24372,0.382,544500,20
606,24373,0.376,545400,20
607,24374,0.37,546300,20
608,24375,0.363,547200,20
609,24376,0.357,548100,20
610,24377,0.35100000000000003,549000,20
611,24378,0.34500000000000003,549900,20
612,24379,0.333,550800,20
613,24380,0.34400000000000003,551700,20
614,24381,0.356,552600,20
615,24382,0.369,553500,20
616,24383,0.38,554400,20
617,24384,0.394,555300,20
618,24385,0.40800000000000003,556200,20
619,24386,0.422,557100,20
620,24387,0.436,558000,20
621,24388,0.45,558900,20
622,24389,0.464,559800,20
623,24390,0.47800000000000004,560700,20
624,24391,0.492,561600,20
625,24392,0.506,562500,20
626,24393,0.52,563400,20
627,24394,0.535,564300,20
628,24395,0.549,565200,20
629,24396,0.5640000000000001,566100,20
630,24397,0.579,567000,20
631,24398,0.593,567900,20
632,24399,0.608,568800,20
633,24400,0.622,569700,20
634,24401,0.637,570600,20
635,24402,0.652,571500,20
636,24403,0.666,572400,20
637,24404,0.679,573300,20
638,24405,0.6910000000000001,574200,20
639,24406,0.7030000000000001,575100,20
640,24407,0.716,576000,20
641,24408,0.728,576900,20
642,24409,0.74,577800,20
643,24410,0.751,578700,20
644,24411,0.763,579600,20
645,24412,0.774,580500,20
646,24413,0.786,581400,20
647,24414,0.797,582300,20
648,24415,0.808,583200,20
649,24416,0.8180000000000001,584100,20
650,24417,0.8290000000000001,585000,20
651,24418,0.84,585900,20
652,24419,0.85,586800,20
653,24420,0.861,587700,20
654,24421,0.872,588600,20
655,24422,0.882,589500,20
656,24423,0.891,590400,20
657,24424,0.9,591300,20
658,24425,0.907,592200,20
659,24426,0.914,593100,20
660,24427,0.921,594000,20
661,24428,0.927,594900,20
662,24429,0.934,595800,20
663,24430,0.9410000000000001,596700,20
664,24431,0.9480000000000001,597600,20
665,24432,0.9550000000000001,598500,20
666,24433,0.961,599400,20
667,24434,0.967,600300,20
668,24435,0.975,601200,20
669,24436,0.981,602100,20
670,24437,0.988,603000,20
671,24438,0.994,603900,20
672,24439,1.0,604800,20
673,24440,0.989,605700,20
674,24441,0.975,606600,20
675,24442,0.9520000000000001,607500,20
676,24443,0.93,608400,20
677,24444,0.907,609300,20
678,24445,0.885,610200,20
679,24446,0.864,611100,20
680,24447,0.842,612000,20
681,24448,0.8200000000000001,612900,20
682,24449,0.8,613800,20
683,24450,0.778,614700,20
684,24451,0.757,615600,20
685,24452,0.736,616500,20
686,24453,0.715,617400,20
687,24454,0.6940000000000001,618300,20
688,24455,0.674,619200,20
689,24456,0.654,620100,20
690,24457,0.634,621000,20
691,24458,0.613,621900,20
692,24459,0.594,622800,20
693,24460,0.5750000000000001,623700,20
694,24461,0.555,624600,20
695,24462,0.537,625500,20
696,24463,0.519,626400,20
697,24464,0.501,627300,20
698,24465,0.484,628200,20
699,24466,0.465,629100,20
700,24467,0.449,630000,20
701,24468,0.434,630900,20
702,24469,0.418,631800,20
703,24470,0.402,632700,20
704,24471,0.386,633600,20
705,24472,0.37,634500,20
706,24473,0.354,635400,20
707,24474,0.339,636300,20
708,24475,0.323,637200,20
709,24476,0.335,638100,20
710,24477,0.34800000000000003,639000,20
711,24478,0.36,639900,20
712,24479,0.372,640800,20
713,24480,0.385,641700,20
714,24481,0.398,642600,20
715,24482,0.41300000000000003,643500,20
716,24483,0.426,644400,20
717,24484,0.441,645300,20
718,24485,0.454,646200,20
719,24486,0.468,647100,20
720,24487,0.482,648000,20
721,24488,0.496,648900,20
722,24489,0.511,649800,20
723,24490,0.526,650700,20
724,24491,0.54,651600,20
725,24492,0.554,652500,20
726,24493,0.5690000000000001,653400,20
727,24494,0.584,654300,20
728,24495,0.598,655200,20
729,24496,0.613,656100,20
730,24497,0.628,657000,20
731,24498,0.643,657900,20
732,24499,0.657,658800,20
733,24500,0.67,659700,20
734,24501,0.682,660600,20
735,24502,0.6950000000000001,661500,20
736,24503,0.707,662400,20
737,24504,0.719,663300,20
738,24505,0.73,664200,20
739,24506,0.742,665100,20
740,24507,0.754,666000,20
741,24508,0.765,666900,20
742,24509,0.776,667800,20
743,24510,0.788,668700,20
744,24511,0.799,669600,20
745,24512,0.81,670500,20
746,24513,0.8200000000000001,671400,20
747,24514,0.8310000000000001,672300,20
748,24515,0.842,673200,20
749,24516,0.852,674100,20
750,24517,0.861,675000,20
751,24518,0.871,675900,20
752,24519,0.882,676800,20
753,24520,0.89,677700,20
754,24521,0.898,678600,20
755,24522,0.907,679500,20
756,24523,0.913,680400,20
757,24524,0.921,681300,20
758,24525,0.928,682200,20
759,24526,0.936,683100,20
760,24527,0.9440000000000001,684000,20
761,24528,0.9510000000000001,684900,20
762,24529,0.9580000000000001,685800,20
763,24530,0.966,686700,20
764,24531,0.973,687600,20
765,24532,0.98,688500,20
766,24533,0.987,689400,20
767,24534,0.994,690300,20
768,24535,1.0,691200,20
769,24536,0.988,692100,20
770,24537,0.977,693000,20
771,24538,0.965,693900,20
772,24539,0.9530000000000001,694800,20
773,24540,0.9420000000000001,695700,20
774,24541,0.922,696600,20
775,24542,0.901,697500,20
776,24543,0.88,698400,20
777,24544,0.86,699300,20
778,24545,0.839,700200,20
779,24546,0.8180000000000001,701100,20
780,24547,0.797,702000,20
781,24548,0.776,702900,20
782,24549,0.755,703800,20
783,24550,0.734,704700,20
784,24551,0.714,705600,20
785,24552,0.6940000000000001,706500,20
786,24553,0.673,707400,20
787,24554,0.653,708300,20
788,24555,0.634,709200,20
789,24556,0.615,710100,20
790,24557,0.595,711000,20
791,24558,0.5760000000000001,711900,20
792,24559,0.557,712800,20
793,24560,0.539,713700,20
794,24561,0.522,714600,20
795,24562,0.506,715500,20
796,24563,0.489,716400,20
797,24564,0.47200000000000003,717300,20
798,24565,0.456,718200,20
799,24566,0.439,719100,20
800,24567,0.424,720000,20
801,24568,0.40800000000000003,720900,20
802,24569,0.392,721800,20
803,24570,0.377,722700,20
804,24571,0.361,723600,20
805,24572,0.372,724500,20
806,24573,0.384,725400,20
807,24574,0.396,726300,20
808,24575,0.40800000000000003,727200,20
809,24576,0.421,728100,20
810,24577,0.435,729000,20
811,24578,0.449,729900,20
812,24579,0.463,730800,20
813,24580,0.47800000000000004,731700,20
814,24581,0.492,732600,20
815,24582,0.505,733500,20
816,24583,0.519,734400,20
817,24584,0.534,735300,20
818,24585,0.548,736200,20
819,24586,0.562,737100,20
820,24587,0.577,738000,20
821,24588,0.591,738900,20
822,24589,0.606,739800,20
823,24590,0.62,740700,20
824,24591,0.634,741600,20
825,24592,0.649,742500,20
826,24593,0.664,743400,20
827,24594,0.678,744300,20
828,24595,0.6930000000000001,745200,20
829,24596,0.706,746100,20
830,24597,0.718,747000,20
831,24598,0.731,747900,20
832,24599,0.742,748800,20
833,24600,0.754,749700,20
834,24601,0.766,750600,20
835,24602,0.778,751500,20
836,24603,0.789,752400,20
837,24604,0.8,753300,20
838,24605,0.811,754200,20
839,24606,0.8220000000000001,755100,20
840,24607,0.833,756000,20
841,24608,0.843,756900,20
842,24609,0.853,757800,20
843,24610,0.863,758700,20
844,24611,0.872,759600,20
845,24612,0.881,760500,20
846,24613,0.889,761400,20
847,24614,0.897,762300,20
848,24615,0.904,763200,20
849,24616,0.911,764100,20
850,24617,0.919,765000,20
851,24618,0.925,765900,20
852,24619,0.931,766800,20
853,24620,0.9380000000000001,767700,20
854,24621,0.9440000000000001,768600,20
855,24622,0.9500000000000001,769500,20
856,24623,0.9550000000000001,770400,20
857,24624,0.961,771300,20
858,24625,0.967,772200,20
859,24626,0.973,773100,20
860,24627,0.979,774000,20
861,24628,0.984,774900,20
862,24629,0.99,775800,20
863,24630,0.995,776700,20
864,24631,1.0,777600,20
865,24632,0.988,778500,20
866,24633,0.974,779400,20
867,24634,0.962,780300,20
868,24635,0.9490000000000001,781200,20
869,24636,0.936,782100,20
870,24637,0.924,783000,20
871,24638,0.91,783900,20
872,24639,0.893,784800,20
873,24640,0.871,785700,20
874,24641,0.849,786600,20
875,24642,0.8270000000000001,787500,20
876,24643,0.804,788400,20
877,24644,0.782,789300,20
878,24645,0.761,790200,20
879,24646,0.739,791100,20
880,24647,0.717,792000,20
881,24648,0.6960000000000001,792900,20
882,24649,0.674,793800,20
883,24650,0.652,794700,20
884,24651,0.631,795600,20
885,24652,0.611,796500,20
886,24653,0.591,797400,20
887,24654,0.5710000000000001,798300,20
888,24655,0.552,799200,20
889,24656,0.534,800100,20
890,24657,0.516,801000,20
891,24658,0.498,801900,20
892,24659,0.481,802800,20
893,24660,0.464,803700,20
894,24661,0.447,804600,20
895,24662,0.43,805500,20
896,24663,0.41300000000000003,806400,20
897,24664,0.396,807300,20
898,24665,0.38,808200,20
899,24666,0.364,809100,20
900,24667,0.34800000000000003,810000,20
901,24668,0.359,810900,20
902,24669,0.371,811800,20
903,24670,0.383,812700,20
904,24671,0.395,813600,20
905,24672,0.40700000000000003,814500,20
906,24673,0.422,815400,20
907,24674,0.436,816300,20
908,24675,0.45,817200,20
909,24676,0.464,818100,20
910,24677,0.47900000000000004,819000,20
911,24678,0.492,819900,20
912,24679,0.506,820800,20
913,24680,0.52,821700,20
914,24681,0.534,822600,20
915,24682,0.549,823500,20
916,24683,0.5630000000000001,824400,20
917,24684,0.577,825300,20
918,24685,0.592,826200,20
919,24686,0.606,827100,20
920,24687,0.621,828000,20
921,24688,0.635,828900,20
922,24689,0.65,829800,20
923,24690,0.665,830700,20
924,24691,0.679,831600,20
925,24692,0.6920000000000001,832500,20
926,24693,0.704,833400,20
927,24694,0.717,834300,20
928,24695,0.729,835200,20
929,24696,0.741,836100,20
930,24697,0.753,837000,20
931,24698,0.765,837900,20
932,24699,0.777,838800,20
933,24700,0.789,839700,20
934,24701,0.8,840600,20
935,24702,0.811,841500,20
936,24703,0.8220000000000001,842400,20
937,24704,0.834,843300,20
938,24705,0.844,844200,20
939,24706,0.854,845100,20
940,24707,0.864,846000,20
941,24708,0.872,846900,20
942,24709,0.879,847800,20
943,24710,0.886,848700,20
944,24711,0.893,849600,20
