,Time_s,SOC,Temperature_C
0,900,0.5,20
1,1800,0.5,20
2,2700,0.5,20
3,3600,0.5,20
4,4500,0.5,20
5,5400,0.5,20
6,6300,0.5,20
7,7200,0.5,20
8,8100,0.5,20
9,9000,0.5,20
10,9900,0.5,20
11,10800,0.5,20
12,11700,0.5,20
13,12600,0.5,20
14,13500,0.5,20
15,14400,0.5,20
16,15300,0.5,20
17,16200,0.5,20
18,17100,0.5,20
19,18000,0.5,20
20,18900,0.5,20
21,19800,0.5,20
22,20700,0.5,20
23,21600,0.5,20
24,22500,0.5,20
25,23400,0.5,20
26,24300,0.5,20
27,25200,0.5,20
28,26100,0.5,20
29,27000,0.5,20
30,27900,0.5,20
31,28800,0.5,20
32,29700,0.5,20
33,30600,0.5,20
34,31500,0.520459,20
35,32400,0.5309729999999999,20
36,33300,0.546193,20
37,34200,0.566017,20
38,35100,0.5902259999999999,20
39,36000,0.612403,20
40,36900,0.6289739999999999,20
41,37800,0.640103,20
42,38700,0.645214,20
43,39600,0.657974,20
44,40500,0.679341,20
45,41400,0.7102240000000001,20
46,42300,0.7498619999999999,20
47,43200,0.789038,20
48,44100,0.82703,20
49,45000,0.864525,20
50,45900,0.9015989999999999,20
51,46800,0.9410970000000001,20
52,47700,0.9499609999999999,20
53,48600,0.9499609999999999,20
54,49500,0.9499609999999999,20
55,50400,0.9499609999999999,20
56,51300,0.9499609999999999,20
57,52200,0.9499609999999999,20
58,53100,0.9499609999999999,20
59,54000,0.9499609999999999,20
60,54900,0.9499609999999999,20
61,55800,0.9499609999999999,20
62,56700,0.9499609999999999,20
63,57600,0.9499609999999999,20
64,58500,0.9499609999999999,20
65,59400,0.948278,20
66,60300,0.940121,20
67,61200,0.928652,20
68,62100,0.915857,20
69,63000,0.903057,20
70,63900,0.8902519999999999,20
71,64800,0.877443,20
72,65700,0.868797,20
73,66600,0.8604609999999999,20
74,67500,0.8521219999999999,20
75,68400,0.843781,20
76,69300,0.834815,20
77,70200,0.823977,20
78,71100,0.81301,20
79,72000,0.800418,20
80,72900,0.788381,20
81,73800,0.776463,20
82,74700,0.7646649999999999,20
83,75600,0.752987,20
84,76500,0.752987,20
85,77400,0.752987,20
86,78300,0.752987,20
87,79200,0.752987,20
88,80100,0.752987,20
89,81000,0.752987,20
90,81900,0.752987,20
91,82800,0.752987,20
92,83700,0.752987,20
93,84600,0.752987,20
94,85500,0.752987,20
