t_hours,T_degC
2201,23.9
2202,22.8
2203,22.8
2204,22.2
2205,22.8
2206,22.8
2207,22.3
2208,21.1
2209,21.1
2210,20
2211,21.1
2212,20.6
2213,20
2214,21.1
2215,23.3
2216,24.4
2217,25
2218,25.6
2219,26.1
2220,26.1
2221,26.1
2222,26.1
2223,26.1
2224,25
2225,23.9
2226,23.3
2227,22.8
2228,22.8
2229,22.2
2230,22.8
2231,22.2
2232,22.2
2233,20.6
2234,21.1
2235,21.7
2236,21.7
2237,21.7
2238,21.7
2239,23.9
2240,25
2241,25.6
2242,26.7
2243,27.2
2244,26.7
2245,26.7
2246,26.7
2247,26.1
2248,26.1
2249,24.4
2250,23.9
2251,23.3
2252,23.3
2253,23.3
2254,23.3
2255,21.7
2256,21.7
2257,21.7
2258,20.6
2259,21.1
2260,21.1
2261,21.1
2262,22.2
2263,24.4
2264,25.6
2265,26.7
2266,27.2
2267,26.7
2268,26.7
2269,26.7
2270,26.7
2271,26.7
2272,26.1
2273,24.4
2274,23.9
2275,23.9
2276,23.3
2277,23.3
2278,22.8
2279,22.8
2280,22.2
2281,22.8
2282,22.2
2283,22.2
2284,21.7
2285,22.2
2286,22.8
2287,23.9
2288,25
2289,25
2290,25
2291,25.6
2292,26.1
2293,26.1
2294,25
2295,26.7
2296,24.4
2297,25
2298,24.4
2299,23.3
2300,23.9
2301,23.9
2302,23.9
2303,23.3
2304,22.8
2305,23.3
2306,23.3
2307,23.3
2308,23.3
2309,23.3
2310,23.9
2311,25
2312,25
2313,25.6
2314,26.1
2315,27.2
2316,27.2
2317,27.2
2318,27.2
2319,26.7
2320,26.7
2321,25.6
2322,24.4
2323,23.9
2324,23.9
2325,23.9
2326,23.3
2327,23.3
2328,22.8
2329,22.8
2330,22.2
2331,22.8
2332,22.8
2333,22.2
2334,22.8
2335,25
2336,25.6
2337,26.1
2338,26.7
2339,27.2
2340,27.2
2341,27.2
2342,26.7
2343,26.7
2344,25.6
2345,25
2346,23.9
2347,23.3
2348,23.3
2349,23.3
2350,22.8
2351,22.8
2352,22.2
2353,21.7
2354,21.1
2355,21.1
2356,20.6
2357,20
2358,22.2
2359,23.9
2360,23.9
2361,26.1
2362,26.7
2363,27.2
2364,28.3
2365,27.2
2366,27.8
2367,27.2
2368,26.7
2369,25.6
2370,23.9
2371,23.3
2372,23.3
2373,22.8
2374,22.8
2375,22.2
2376,21.1
2377,21.1
2378,20.6
2379,20
2380,20
2381,20.6
2382,22.2
2383,24.4
2384,25.6
2385,26.7
2386,27.2
2387,27.2
2388,27.2
2389,27.8
2390,27.2
2391,27.2
2392,26.7
2393,25.6
2394,23.9
2395,23.9
2396,23.9
2397,23.3
2398,22.8
2399,22.8
2400,22.2
2401,22.8
2402,22.2
2403,22.8
2404,23.3
2405,23.3
2406,23.9
2407,25.6
2408,26.7
2409,27.8
2410,27.8
2411,28.3
2412,27.8
2413,28.9
2414,28.9
2415,28.3
2416,27.2
2417,26.7
2418,25.6
2419,25
2420,25
2421,25
2422,24.4
2423,25
2424,25
2425,25
2426,25
2427,24.4
2428,24.4
2429,25
2430,25.6
2431,26.7
2432,27.2
2433,27.8
2434,28.3
2435,28.9
2436,29.4
2437,29.4
2438,27.8
2439,28.9
2440,27.2
2441,26.7
2442,25.6
2443,25.6
2444,25.6
2445,25.6
2446,25.6
2447,25.6
2448,25.6
2449,25.6
2450,25
2451,24.4
2452,24.4
2453,24.4
2454,25
2455,27.2
2456,27.2
2457,27.8
2458,28.9
2459,30
2460,29.4
2461,28.9
2462,28.9
2463,28.3
2464,27.8
2465,26.7
2466,25.6
2467,25.6
2468,25.6
2469,25
2470,25
2471,24.4
2472,23.9
2473,24.4
2474,24.4
2475,23.9
2476,23.3
2477,23.3
2478,23.9
2479,25.6
2480,26.7
2481,28.3
2482,28.9
2483,30
2484,30.6
2485,30.6
2486,30.6
2487,29.4
2488,28.3
2489,27.8
2490,26.7
2491,26.1
2492,25.6
2493,25
2494,25
2495,25
2496,24.4
2497,23.9
2498,23.3
2499,22.8
2500,22.2
2501,22.2
2502,22.8
2503,24.4
2504,26.1
2505,27.8
2506,30
2507,30.6
2508,30.6
2509,30.6
2510,31.1
2511,31.7
2512,31.7
2513,30
2514,28.9
2515,26.7
2516,25.6
2517,24.4
2518,23.3
2519,22.8
2520,22.2
2521,22.2
2522,21.7
2523,21.7
2524,21.7
2525,21.1
2526,21.7
2527,23.9
2528,25
2529,27.2
2530,29.4
2531,30.6
2532,31.7
2533,31.7
2534,31.7
2535,30.6
2536,31.1
2537,31.1
2538,28.3
2539,26.1
2540,25
2541,23.9
2542,23.3
2543,22.8
2544,22.2
2545,21.7
2546,20.6
2547,20
2548,18.9
2549,18.9
2550,19.4
2551,20.6
2552,21.7
2553,24.4
2554,27.2
2555,28.9
2556,30.6
2557,31.7
2558,32.2
2559,31.7
2560,31.1
2561,30.6
2562,27.2
2563,25
2564,23.3
2565,22.8
2566,22.2
2567,21.7
2568,21.1
2569,20.6
2570,20
2571,19.4
2572,18.3
2573,18.3
2574,17.8
2575,18.3
2576,19.4
2577,20.6
2578,21.7
2579,22.2
2580,22.2
2581,23.3
2582,23.9
2583,23.3
2584,22.2
2585,21.1
2586,20
2587,19.4
2588,18.9
2589,17.8
2590,16.7
2591,16.1
2592,15.6
2593,15
2594,15
2595,15
2596,15
2597,15.6
2598,16.1
2599,18.9
2600,21.7
2601,22.2
2602,22.8
2603,23.9
2604,23.3
2605,23.9
2606,23.3
2607,22.2
2608,22.2
2609,22.2
2610,21.7
2611,21.7
2612,21.7
2613,21.1
2614,22.2
2615,21.7
2616,21.7
2617,21.1
2618,21.1
2619,20.6
2620,21.1
2621,21.1
2622,21.1
2623,23.3
2624,24.4
2625,24.4
2626,26.1
2627,26.1
2628,24.4
2629,24.4
2630,25.6
2631,25
2632,23.9
2633,23.3
2634,22.8
2635,22.2
2636,22.2
2637,22.2
2638,22.2
2639,22.2
2640,22.2
2641,21.7
2642,21.1
2643,22.2
2644,22.2
2645,22.2
2646,22.8
2647,24.4
2648,25.6
2649,25
2650,26.7
2651,25.6
2652,25
2653,25.6
2654,26.1
2655,25.6
2656,25.6
2657,24.4
2658,23.9
2659,23.9
2660,23.9
2661,23.9
2662,22.8
2663,22.8
2664,22.8
2665,22.8
2666,22.8
2667,22.8
2668,23.3
2669,23.3
2670,22.2
2671,25
2672,25
2673,26.1
2674,26.7
2675,27.2
2676,27.2
2677,26.1
2678,26.7
2679,26.1
2680,25.6
2681,25
2682,24.4
2683,24.4
2684,23.9
2685,23.9
2686,23.9
2687,23.9
2688,23.9
2689,23.3
2690,23.3
2691,23.3
2692,23.3
2693,23.3
2694,23.9
2695,24.4
2696,26.1
2697,26.1
2698,26.7
2699,27.2
2700,26.7
2701,26.7
2702,26.1
2703,26.1
2704,26.7
2705,25.6
2706,24.4
2707,24.4
2708,24.4
2709,23.9
2710,24.4
2711,23.3
2712,23.3
2713,22.8
2714,22.8
2715,22.8
2716,22.8
2717,22.2
2718,23.3
2719,25
2720,26.1
2721,26.1
2722,27.2
2723,26.7
2724,26.7
2725,26.7
2726,27.2
2727,26.1
2728,26.1
2729,25.6
2730,24.4
2731,24.4
2732,23.9
2733,23.9
2734,23.3
2735,22.8
2736,22.8
2737,23.3
2738,22.2
2739,22.2
2740,22.8
2741,22.2
2742,22.8
2743,24.4
2744,26.1
2745,26.7
2746,28.9
2747,29.4
2748,28.3
2749,27.2
2750,27.2
2751,20.6
2752,22.2
2753,21.7
2754,22.2
2755,22.8
2756,22.8
2757,23.3
2758,22.8
2759,22.2
2760,21.7
2761,21.1
2762,20.6
2763,21.1
2764,20.6
2765,20.6
2766,21.1
2767,23.3
2768,25.6
2769,26.7
2770,27.8
2771,29.4
2772,27.8
2773,22.2
2774,23.9
2775,25
2776,25
2777,24.4
2778,23.3
2779,22.8
2780,22.8
2781,22.2
2782,22.8
2783,22.8
2784,22.8
2785,22.2
2786,22.2
2787,21.7
2788,22.2
2789,21.7
2790,22.2
2791,23.3
2792,23.9
2793,25
2794,25
2795,25.6
2796,25.6
2797,25
2798,25.6
2799,25
2800,23.9
2801,23.3
2802,23.3
2803,23.3
2804,23.3
2805,23.3
2806,23.3
2807,23.3
2808,22.8
2809,22.8
2810,22.2
2811,22.2
2812,22.8
2813,22.2
2814,23.3
2815,23.9
2816,24.4
2817,24.4
2818,25
2819,25
2820,24.4
2821,25.6
2822,24.4
2823,24.4
2824,23.9
2825,23.3
2826,23.3
2827,23.3
2828,23.3
2829,23.3
2830,23.3
2831,23.3
2832,23.3
2833,23.3
2834,23.3
2835,23.3
2836,22.8
2837,22.8
2838,23.3
2839,23.3
2840,23.9
2841,23.9
2842,23.9
2843,23.9
2844,24.4
2845,23.3
2846,23.9
2847,23.3
2848,22.8
2849,22.2
2850,21.7
2851,21.7
2852,21.7
2853,21.7
2854,21.7
2855,21.7
2856,21.1
2857,21.7
2858,22.2
2859,22.2
2860,22.8
2861,22.8
2862,22.8
2863,23.3
2864,22.2
2865,23.9
2866,25
2867,25
2868,25
2869,25
2870,24.4
2871,24.4
2872,24.4
2873,23.3
2874,23.3
2875,23.3
2876,22.8
2877,22.6
2878,22.3
2879,22.1
2880,21.8
2881,21.6
2882,21.3
2883,21.1
2884,20.6
2885,20.6
2886,21.7
2887,24.4
2888,26.7
2889,28.9
2890,30
2891,30.6
2892,31.1
2893,30.6
2894,30
2895,29.4
2896,28.9
2897,27.8
2898,26.1
2899,25
2900,24.4
2901,23.9
2902,23.9
2903,23.3
2904,22.8
2905,21.7
2906,22.2
2907,22.2
2908,21.7
2909,21.7
2910,22.8
2911,26.1
2912,27.2
2913,28.3
2914,28.3
2915,28.9
2916,29.4
2917,28.9
2918,28.9
2919,28.3
2920,28.3
2921,27.2
2922,26.1
2923,25.6
2924,25.6
2925,25.6
2926,25
2927,25
2928,25
2929,25
2930,24.4
2931,24.4
2932,24.4
2933,24.4
2934,25.6
2935,26.7
2936,27.2
2937,28.3
2938,28.9
2939,29.4
2940,30
2941,29.4
2942,29.4
2943,28.3
2944,27.8
2945,26.7
2946,26.1
2947,25.6
2948,25.6
2949,25.6
2950,25
2951,25
2952,25
2953,25
2954,25
2955,24.4
2956,24.4
2957,24.4
2958,25.6
2959,26.7
2960,27.2
2961,27.2
2962,27.8
2963,28.9
2964,28.3
2965,28.3
2966,28.3
2967,28.3
2968,27.8
2969,26.7
2970,26.1
2971,25.6
2972,25.6
2973,25.6
2974,25
2975,25
2976,24.4
2977,24.4
2978,24.4
2979,24.4
2980,23.9
2981,23.3
2982,25
2983,26.1
2984,26.7
2985,27.8
2986,28.3
2987,27.8
2988,29.4
2989,29.4
2990,28.9
2991,28.3
2992,28.3
2993,27.2
2994,26.1
2995,25.6
2996,25.6
2997,25
2998,23.9
2999,23.3
3000,22.8
3001,23.3
3002,22.2
3003,22.2
3004,22.2
3005,22.2
3006,24.4
3007,26.1
3008,27.8
3009,27.8
3010,29.4
3011,31.7
3012,31.1
3013,30.6
3014,29.4
3015,26.7
3016,27.8
3017,27.8
3018,28.3
3019,27.2
3020,25.6
3021,25
3022,23.9
3023,23.3
3024,22.2
3025,21.7
3026,21.1
3027,21.1
3028,20.6
3029,20.6
3030,22.8
3031,25.6
3032,26.7
3033,28.3
3034,28.9
3035,28.3
3036,25.6
3037,25
3038,26.7
3039,25.6
3040,25.6
3041,25
3042,24.4
3043,23.9
3044,23.9
3045,23.9
3046,23.9
3047,23.3
3048,23.9
3049,23.9
3050,23.3
3051,23.3
3052,23.9
3053,23.9
3054,25
3055,25
3056,26.1
3057,26.7
3058,26.7
3059,26.7
3060,26.7
3061,26.7
3062,27.2
3063,26.7
3064,25.6
3065,26.1
3066,25
3067,25
3068,24.4
3069,24.4
3070,23.9
3071,23.9
3072,23.9
3073,23.9
3074,24.4
3075,24.4
3076,23.9
3077,23.9
3078,25.6
3079,26.1
3080,26.7
3081,27.8
3082,27.8
3083,27.2
3084,28.9
3085,27.2
3086,27.2
3087,27.2
3088,27.2
3089,26.1
3090,26.1
3091,26.1
3092,26.1
3093,25.6
3094,26.1
3095,26.1
3096,25.6
3097,25.6
3098,25.6
3099,25
3100,25
3101,25
3102,26.1
3103,27.2
3104,28.9
3105,29.4
3106,30.6
3107,30
3108,28.9
3109,28.3
3110,21.7
3111,24.4
3112,26.1
3113,26.7
3114,25.6
3115,25
3116,25
3117,25
3118,24.4
3119,23.9
3120,23.3
3121,22.8
3122,22.2
3123,21.7
3124,21.7
3125,21.7
3126,22.8
3127,24.4
3128,25.6
3129,27.2
3130,28.3
3131,29.4
3132,29.4
3133,29.4
3134,29.4
3135,28.9
3136,28.9
3137,27.2
3138,26.1
3139,25.6
3140,25.6
3141,25
3142,24.4
3143,24.4
3144,24.4
3145,23.9
3146,24.4
3147,23.9
3148,24.4
3149,25
3150,25.6
3151,27.2
3152,27.8
3153,28.3
3154,28.9
3155,30
3156,30
3157,30
3158,29.4
3159,29.4
3160,28.3
3161,27.8
3162,26.7
3163,26.7
3164,26.7
3165,26.7
3166,26.1
3167,25.6
3168,25.6
3169,25.6
3170,25.6
3171,25
3172,25
3173,25
3174,26.1
3175,27.2
3176,27.2
3177,28.3
3178,28.9
3179,30
3180,30.6
3181,30.6
3182,30
3183,30
3184,28.9
3185,27.8
3186,26.7
3187,26.7
3188,26.7
3189,26.7
3190,26.1
3191,26.1
3192,26.1
3193,25.6
3194,25.6
3195,25.6
3196,25.6
3197,25.6
3198,26.7
3199,27.2
3200,28.9
3201,28.9
3202,29.4
3203,28.9
3204,28.3
3205,27.8
3206,28.3
3207,27.8
3208,27.2
3209,27.8
3210,26.7
3211,26.7
3212,26.7
3213,26.1
3214,26.1
3215,25.6
3216,26.1
3217,25.6
3218,25.6
3219,25.6
3220,24.4
3221,25
3222,26.7
3223,27.8
3224,28.9
3225,28.9
3226,30
3227,30
3228,30.6
3229,30
3230,30.6
3231,29.4
3232,29.4
3233,27.8
3234,27.2
3235,26.7
3236,26.7
3237,26.7
3238,26.1
3239,26.1
3240,26.1
3241,26.1
3242,25.6
3243,25
3244,25
3245,25
3246,26.7
3247,27.8
3248,28.9
3249,29.4
3250,30
3251,30.6
3252,30
3253,30
3254,30.6
3255,29.4
3256,29.4
3257,28.3
3258,27.2
3259,26.7
3260,26.7
3261,26.7
3262,26.7
3263,26.1
3264,25.6
3265,25.6
3266,25.6
3267,25
3268,25
3269,25
3270,26.1
3271,27.2
3272,28.3
3273,29.4
3274,30
3275,30
3276,30.6
3277,31.1
3278,30
3279,30
3280,28.9
3281,28.3
3282,27.2
3283,26.7
3284,26.1
3285,26.1
3286,26.1
3287,26.1
3288,26.1
3289,25.6
3290,25
3291,25
3292,24.4
3293,24.4
3294,26.7
3295,27.8
3296,28.3
3297,29.4
3298,30.6
3299,30.6
3300,31.7
3301,30.6
3302,31.1
3303,30
3304,28.9
3305,27.8
3306,26.7
3307,26.1
3308,26.1
3309,26.1
3310,26.1
3311,25.6
3312,25
3313,25
3314,24.4
3315,24.4
3316,25
3317,25
3318,26.7
3319,28.3
3320,28.3
3321,28.3
3322,30
3323,30.6
3324,30
3325,30
3326,30
3327,30
3328,29.4
3329,28.3
3330,27.2
3331,26.1
3332,26.1
3333,26.1
3334,26.1
3335,26.1
3336,26.1
3337,26.1
3338,26.7
3339,25.6
3340,26.1
3341,25.6
3342,26.7
3343,27.8
3344,28.3
3345,28.9
3346,29.4
3347,30.6
3348,30.6
3349,30
3350,30
3351,30
3352,29.4
3353,28.3
3354,26.7
3355,26.1
3356,25.6
3357,26.1
3358,25.6
3359,25.6
3360,25.6
3361,25.6
3362,25.6
3363,25
3364,25
3365,25
3366,25.6
3367,27.2
3368,26.7
3369,27.2
3370,27.8
3371,28.3
3372,27.8
3373,30
3374,28.3
3375,27.8
3376,25.6
3377,25.6
3378,26.1
3379,25
3380,24.4
3381,25
3382,24.4
3383,25
3384,23.3
3385,23.3
3386,23.3
3387,22.8
3388,22.2
3389,22.8
3390,25
3391,26.7
3392,28.9
3393,31.1
3394,31.7
3395,33.3
3396,34.4
3397,33.9
3398,30.6
3399,32.8
3400,31.7
3401,30.6
3402,29.4
3403,28.3
3404,27.8
3405,27.2
3406,25.6
3407,24.4
3408,25
3409,25
3410,25
3411,25
3412,24.4
3413,23.9
3414,25
3415,26.1
3416,27.2
3417,28.3
3418,28.9
3419,30
3420,29.4
3421,30.6
3422,30
3423,27.2
3424,26.1
3425,26.1
3426,26.1
3427,26.1
3428,26.1
3429,24.4
3430,22.8
3431,22.8
3432,22.8
3433,22.8
3434,22.8
3435,22.8
3436,23.9
3437,24.4
3438,25.6
3439,26.1
3440,26.1
3441,26.1
3442,23.3
3443,25.6
3444,25.6
3445,25.6
3446,24.4
3447,23.9
3448,23.9
3449,23.3
3450,23.9
3451,23.9
3452,24.4
3453,24.4
3454,23.3
3455,23.9
3456,24.4
3457,24.4
3458,25
3459,23.3
3460,22.8
3461,22.8
3462,23.9
3463,25.6
3464,24.4
3465,23.9
3466,24.4
3467,26.1
3468,26.7
3469,26.7
3470,26.1
3471,25.6
3472,25.6
3473,23.9
3474,23.9
3475,23.9
3476,23.9
3477,23.9
3478,24.4
3479,23.9
3480,23.3
3481,22.8
3482,23.9
3483,23.9
3484,23.9
3485,24.4
3486,25
3487,25.6
3488,26.1
3489,27.2
3490,27.2
3491,27.8
3492,26.7
3493,25
3494,26.1
3495,26.7
3496,27.2
3497,25
3498,24.4
3499,24.4
3500,25
3501,25
3502,26.7
3503,25
3504,25
3505,25
3506,25
3507,24.4
3508,24.4
3509,25
3510,24.4
3511,23.9
3512,23.9
3513,22.2
3514,22.2
3515,21.7
3516,21.7
3517,23.3
3518,23.9
3519,25.6
3520,26.1
3521,25
3522,24.4
3523,24.4
3524,24.4
3525,23.9
3526,23.3
3527,22.8
3528,22.8
3529,22.8
3530,23.3
3531,23.3
3532,23.9
3533,23.9
3534,25
3535,26.7
3536,26.1
3537,28.3
3538,29.4
3539,31.1
3540,27.8
3541,27.8
3542,28.9
3543,25.6
3544,25
3545,23.3
3546,23.9
3547,23.9
3548,25
3549,26.1
3550,25.6
3551,25.6
3552,25.6
3553,25
3554,25
3555,25.6
3556,25
3557,25
3558,25
3559,27.2
3560,28.3
3561,30
3562,31.1
3563,31.7
3564,33.3
3565,32.2
3566,32.8
3567,33.3
3568,31.7
3569,31.1
3570,29.4
3571,28.3
3572,27.8
3573,27.8
3574,26.7
3575,26.7
3576,26.1
3577,25.6
3578,25.6
3579,25.6
3580,24.4
3581,23.3
3582,23.9
3583,26.7
3584,27.8
3585,30
3586,30.6
3587,31.1
3588,25.6
3589,27.8
3590,30
3591,31.1
3592,31.1
3593,30
3594,28.3
3595,27.2
3596,26.7
3597,26.1
3598,26.1
3599,26.1
3600,25.6
3601,25
3602,24.4
3603,25
3604,25
3605,25
3606,26.7
3607,27.8
3608,29.4
3609,31.1
3610,32.8
3611,30
3612,31.7
3613,31.1
3614,31.1
3615,29.4
3616,28.9
3617,28.3
3618,28.3
3619,27.8
3620,27.2
3621,27
3622,26.9
3623,26.7
3624,26.6
3625,26.4
3626,26.3
3627,26.1
3628,25.6
3629,24.4
3630,25.6
3631,26.7
3632,27.8
3633,28.3
3634,28.9
3635,30
3636,30
3637,30.6
3638,30
3639,30
3640,29.4
3641,28.9
3642,28.3
3643,28.3
3644,28.3
3645,27.8
3646,27.8
3647,27.8
3648,27.8
3649,27.2
3650,26.7
3651,26.1
3652,25.6
3653,25
3654,26.7
3655,27.2
3656,28.3
3657,28.9
3658,30
3659,30
3660,30.6
3661,30.6
3662,30.6
3663,30
3664,29.4
3665,28.9
3666,28.9
3667,28.9
3668,28.9
3669,28.9
3670,28.3
3671,28.3
3672,27.8
3673,27.8
3674,27.2
3675,26.7
3676,26.1
3677,26.1
3678,26.7
3679,28.3
3680,28.9
3681,29.4
3682,30
3683,30.6
3684,30
3685,30.6
3686,30.6
3687,31.1
3688,31.1
3689,30
3690,29.4
3691,29.4
3692,29.4
3693,29.4
3694,28.3
3695,28.3
3696,27.8
3697,26.1
3698,26.1
3699,26.1
3700,25.6
3701,25.6
3702,26.1
3703,27.8
3704,30
3705,30.6
3706,31.1
3707,31.1
3708,28.3
3709,28.9
3710,27.2
3711,25
3712,28.9
3713,30
3714,30
3715,28.9
3716,27.8
3717,26.1
3718,25.6
3719,25.6
3720,25.6
3721,25.6
3722,25.6
3723,25.6
3724,25.6
3725,25
3726,26.7
3727,27.8
3728,28.3
3729,29.4
3730,30.6
3731,30
3732,28.3
3733,23.3
3734,22.8
3735,24.4
3736,27.8
3737,28.9
3738,28.9
3739,28.3
3740,28.3
3741,23.3
3742,23.9
3743,23.9
3744,24.4
3745,24.4
3746,23.3
3747,23.3
3748,23.9
3749,24.4
3750,26.1
3751,27.8
3752,28.9
3753,30
3754,30.6
3755,30.6
3756,31.1
3757,30.6
3758,29.4
3759,28.9
3760,28.9
3761,28.9
3762,27.2
3763,26.1
3764,26.1
3765,26.1
3766,26.1
3767,26.1
3768,26.1
3769,26.1
3770,26.1
3771,26.1
3772,26.1
3773,26.1
3774,26.7
3775,27.8
3776,28.9
3777,30
3778,30.6
3779,30.6
3780,30.6
3781,30.6
3782,30.6
3783,30.6
3784,30.6
3785,30
3786,29.4
3787,29.4
3788,29.4
3789,29.4
3790,28.9
3791,29.4
3792,28.9
3793,28.9
3794,28.9
3795,28.9
3796,28.3
3797,28.3
3798,28.3
3799,28.9
3800,30
3801,30
3802,30.6
3803,30.6
3804,31.1
3805,31.1
3806,30.6
3807,30.6
3808,30.6
3809,30
3810,29.4
3811,28.9
3812,28.9
3813,28.9
3814,28.9
3815,28.3
3816,28.3
3817,28.3
3818,28.3
3819,27.8
3820,27.8
3821,27.8
3822,28.3
3823,28.9
3824,29.4
3825,30.6
3826,30.6
3827,31.1
3828,30.6
3829,31.1
3830,31.1
3831,31.1
3832,31.1
3833,30
3834,30
3835,29.4
3836,29.4
3837,28.9
3838,27.8
3839,27.8
3840,27.8
3841,27.2
3842,27.2
3843,26.1
3844,25.6
3845,25.6
3846,26.1
3847,28.3
3848,29.4
3849,30
3850,31.1
3851,31.1
3852,31.1
3853,31.1
3854,31.7
3855,31.7
3856,30.6
3857,30.6
3858,29.4
3859,29.4
3860,29.4
3861,29.4
3862,29.4
3863,28.9
3864,28.9
3865,28.9
3866,26.1
3867,25.6
3868,25
3869,25
3870,26.1
3871,28.3
3872,30
3873,30.6
3874,31.1
3875,31.1
3876,32.2
3877,31.7
3878,31.1
3879,31.1
3880,30.6
3881,30
3882,29.4
3883,28.9
3884,28.9
3885,28.9
3886,28.9
3887,28.9
3888,28.3
3889,26.1
3890,26.1
3891,25.6
3892,25.6
3893,25.6
3894,26.1
3895,28.3
3896,29.4
3897,30.6
3898,30.6
3899,30.6
3900,30
3901,27.8
3902,25
3903,24.4
3904,25.6
3905,25.6
3906,25.6
3907,25
3908,25
3909,24.4
3910,24.4
3911,24.4
3912,24.4
3913,24.4
3914,24.4
3915,23.9
3916,23.9
3917,23.9
3918,23.9
3919,25.6
3920,27.2
3921,28.9
3922,29.4
3923,30
3924,31.1
3925,30.6
3926,31.1
3927,30.6
3928,23.3
3929,25
3930,26.1
3931,26.1
3932,26.1
3933,26.1
3934,25.6
3935,25.6
3936,25.6
3937,25.6
3938,25.6
3939,25
3940,24.4
3941,23.3
3942,24.4
3943,26.7
3944,27.8
3945,28.9
3946,30
3947,29.4
3948,30.6
3949,30
3950,30.6
3951,30
3952,30
3953,29.4
3954,28.9
3955,28.9
3956,28.3
3957,28.3
3958,28.3
3959,28.3
3960,27.8
3961,27.2
3962,27.2
3963,27.2
3964,27.2
3965,27.2
3966,27.2
3967,23.3
3968,25.6
3969,25.6
3970,27.8
3971,28.3
3972,28.9
3973,30
3974,30
3975,29.4
3976,29.4
3977,28.9
3978,28.9
3979,28.9
3980,28.3
3981,28.3
3982,27.8
3983,27.8
3984,26.1
3985,25.6
3986,25.6
3987,25.6
3988,26.1
3989,26.1
3990,26.7
3991,27.2
3992,27.8
3993,28.3
3994,30
3995,30
3996,30
3997,29.4
3998,29.4
3999,30
4000,29.4
4001,29.4
4002,28.9
4003,28.3
4004,28.3
4005,28.3
4006,28.3
4007,28.3
4008,27.2
4009,27.2
4010,26.7
4011,25.6
4012,25.6
4013,25
4014,25.6
4015,26.7
4016,27.8
4017,28.3
4018,28.3
4019,28.3
4020,29.4
4021,29.4
4022,29.4
4023,29.4
4024,28.9
4025,28.9
4026,28.3
4027,27.8
4028,27.8
4029,27.8
4030,27.8
4031,26.1
4032,25
4033,23.9
4034,25
4035,25
4036,23.9
4037,25.6
4038,25.6
4039,25.6
4040,24.4
4041,24.4
4042,26.7
4043,27.8
4044,28.3
4045,28.3
4046,28.9
4047,25.6
4048,25.6
4049,23.9
4050,23.9
4051,23.9
4052,23.9
4053,23.9
4054,23.9
4055,23.9
4056,23.9
4057,24.4
4058,24.4
4059,24.4
4060,24.4
4061,24.4
4062,25
4063,26.7
4064,26.1
4065,26.1
4066,28.3
4067,28.3
4068,28.3
4069,28.9
4070,26.7
4071,27.2
4072,27.2
4073,26.7
4074,26.7
4075,26.7
4076,26.7
4077,26.7
4078,26.7
4079,26.7
4080,25.6
4081,25.6
4082,25.6
4083,25
4084,24.4
4085,25
4086,25.6
4087,26.7
4088,27.2
4089,25.6
4090,28.9
4091,28.9
4092,28.9
4093,28.9
4094,28.9
4095,28.3
4096,28.3
4097,28.3
4098,28.3
4099,26.1
4100,26.1
4101,26.7
4102,26.1
4103,26.1
4104,26.1
4105,26.1
4106,26.1
4107,25.6
4108,24.4
4109,24.4
4110,24.4
4111,24.4
4112,25.6
4113,27.8
4114,28.3
4115,29.4
4116,29.4
4117,29.4
4118,28.9
4119,23.9
4120,23.9
4121,24.4
4122,23.9
4123,23.9
4124,24.4
4125,25
4126,25
4127,26.1
4128,26.1
4129,26.1
4130,25.6
4131,25.6
4132,25
4133,24.4
4134,23.9
4135,25
4136,24.4
4137,24.4
4138,23.9
4139,23.9
4140,26.1
4141,28.3
4142,29.4
4143,30
4144,29.4
4145,28.9
4146,28.3
4147,28.3
4148,27.8
4149,27.2
4150,27.2
4151,27.2
4152,26.7
4153,26.7
4154,27.2
4155,26.7
4156,26.7
4157,26.7
4158,26.7
4159,27.2
4160,28.3
4161,29.4
4162,26.1
4163,28.9
4164,30.6
4165,25
4166,25.6
4167,26.1
4168,27.8
4169,27.8
4170,27.8
4171,27.2
4172,26.7
4173,26.1
4174,26.1
4175,26.1
4176,26.1
4177,26.1
4178,26.1
4179,25.6
4180,25
4181,24.4
4182,25.6
4183,27.2
4184,28.3
4185,29.4
4186,30.6
4187,30
4188,30.6
4189,30.6
4190,28.3
4191,25
4192,25.6
4193,26.1
4194,26.7
4195,26.7
4196,26.7
4197,26.7
4198,26.1
4199,23.9
4200,23.9
4201,23.9
4202,23.9
4203,23.9
4204,24.4
4205,23.9
4206,25
4207,27.2
4208,27.8
4209,24.4
4210,28.9
4211,30
4212,30.6
4213,31.1
4214,30
4215,28.9
4216,29.4
4217,29.4
4218,28.9
4219,28.9
4220,28.9
4221,26.1
4222,25.6
4223,26.1
4224,26.1
4225,25.6
4226,25.6
4227,25.6
4228,25.6
4229,25.6
4230,26.7
4231,27.8
4232,28.9
4233,30
4234,30
4235,30.6
4236,31.1
4237,26.7
4238,26.1
4239,26.1
4240,26.1
4241,27.2
4242,27.2
4243,27.2
4244,27.2
4245,27.2
4246,27.2
4247,27.2
4248,26.7
4249,26.7
4250,26.7
4251,26.7
4252,26.1
4253,25.6
4254,26.1
4255,27.2
4256,28.9
4257,29.4
4258,30
4259,30.6
4260,30.6
4261,30.6
4262,31.1
4263,30
4264,30
4265,29.4
4266,29.4
4267,28.9
4268,28.9
4269,28.9
4270,28.9
4271,28.3
